campaign_id,customer_id,channel,sent_date,response
80,41,SMS,2022-03-12,0
81,41,Social,2020-03-31,1
82,42,DisplayAd,2020-10-01,0
83,42,Email,2020-05-08,1
84,43,SMS,2021-08-23,0
85,44,Email,2022-10-24,0
86,45,SMS,2022-05-30,0
87,46,DisplayAd,2022-06-29,0
88,46,SMS,2021-03-10,1
89,46,Email,2022-11-18,1
90,47,DisplayAd,2021-03-24,1
91,48,Email,2021-04-25,1
92,48,SMS,2022-12-04,1
93,48,Social,2021-11-24,0
94,49,SMS,2022-01-29,1
95,49,SMS,2020-12-30,1
96,50,Social,2022-01-18,1
97,50,SMS,2021-06-05,1
98,51,Social,2022-12-04,0
99,51,Social,2021-01-11,1
100,52,DisplayAd,2021-09-14,1
101,52,Email,2022-06-10,0
102,52,Email,2020-08-31,1
103,53,DisplayAd,2021-02-02,0
104,54,Social,2022-10-28,0
105,54,Social,2021-04-12,0
106,54,SMS,2022-11-17,0
107,55,Email,2022-11-19,0
108,55,SMS,2020-09-25,0
109,56,Email,2020-09-05,1
110,56,Social,2022-04-06,1
111,57,Email,2020-09-11,0
112,58,DisplayAd,2022-04-21,0
113,59,Email,2021-06-13,1
114,59,DisplayAd,2022-11-30,1
115,59,Social,2020-06-13,0
116,60,Social,2020-07-22,0
117,60,DisplayAd,2020-01-27,1
118,60,SMS,2022-07-28,1
119,61,Social,2022-02-08,0
120,61,Email,2020-01-22,0
121,61,Email,2021-02-12,1
122,62,SMS,2020-10-15,0
123,62,Email,2022-06-21,0
124,63,Email,2021-05-01,1
125,63,Social,2020-12-30,0
126,64,Email,2022-12-11,0
127,64,Social,2021-02-04,0
128,64,Email,2021-07-21,0
129,65,Email,2022-04-24,1
130,65,Email,2021-06-21,0
131,65,Email,2020-03-31,1
132,66,SMS,2020-07-20,1
133,67,Email,2020-03-05,1
134,67,Email,2020-09-04,1
135,67,DisplayAd,2021-11-15,0
136,68,SMS,2021-05-17,1
137,68,SMS,2021-12-13,0
138,69,DisplayAd,2020-01-12,0
139,69,SMS,2021-07-20,1
140,69,DisplayAd,2021-03-16,1
141,70,Social,2022-04-06,1
142,71,Social,2020-04-22,1
143,71,Email,2020-05-19,0
144,72,SMS,2022-02-05,0
145,72,DisplayAd,2020-01-04,1
146,72,Email,2020-06-18,0
147,73,DisplayAd,2021-12-06,0
148,73,DisplayAd,2020-08-06,1
149,73,SMS,2021-04-06,1
150,74,SMS,2022-09-02,0
151,75,SMS,2022-08-31,0
152,76,DisplayAd,2022-11-05,1
153,76,Email,2021-01-28,1
154,77,DisplayAd,2022-05-18,1
155,78,Email,2022-08-20,1
156,78,DisplayAd,2020-01-13,0
157,79,Email,2022-07-29,0
158,79,SMS,2021-05-21,0
159,79,Social,2021-11-20,1
160,80,Email,2022-06-23,1
161,81,Email,2021-05-30,1
162,81,Social,2021-03-11,1
163,82,Email,2020-10-10,0
164,82,DisplayAd,2020-07-08,1
165,82,Social,2021-05-07,1
166,83,Email,2020-02-27,0
167,83,Social,2022-07-13,1
168,84,DisplayAd,2021-11-30,1
169,84,Email,2021-03-12,0
170,85,Social,2021-11-21,1
171,85,Social,2021-11-13,1
172,85,Email,2021-06-19,0
173,86,DisplayAd,2020-11-25,1
174,86,DisplayAd,2021-11-09,1
175,86,Email,2020-02-02,0
176,87,SMS,2021-09-01,0
177,87,DisplayAd,2022-11-30,0
178,88,DisplayAd,2022-02-16,1
179,89,Email,2022-06-26,0
180,89,Social,2022-04-16,1
181,89,Social,2020-07-28,1
182,90,DisplayAd,2022-04-26,1
183,91,SMS,2021-03-30,0
184,91,Social,2020-10-12,0
185,92,SMS,2022-11-28,1
186,93,Social,2020-02-19,0
187,93,Email,2022-12-14,1
188,94,Email,2022-01-25,0
189,94,Social,2022-04-23,1
190,94,SMS,2021-08-23,1
191,95,SMS,2020-12-16,1
192,96,Email,2022-09-04,1
193,96,SMS,2021-05-10,0
194,97,Email,2020-06-28,1
195,97,Email,2022-12-01,0
196,97,SMS,2020-12-16,1
197,98,SMS,2020-11-23,0
198,98,Social,2021-03-25,0
199,98,Email,2020-02-25,1
200,99,Email,2020-10-07,0
201,99,Social,2022-09-27,0
202,100,Social,2022-08-27,0
203,100,DisplayAd,2020-06-20,1
204,101,DisplayAd,2022-03-16,0
205,101,DisplayAd,2022-09-06,0
206,102,SMS,2022-07-19,0
207,103,Social,2022-06-22,1
208,103,Social,2022-04-13,1
209,104,Email,2021-09-18,0
210,105,Email,2021-08-08,0
211,106,DisplayAd,2022-09-15,1
212,107,Email,2020-02-16,0
213,107,DisplayAd,2021-04-21,1
214,107,DisplayAd,2022-10-24,1
215,108,SMS,2022-06-21,1
216,108,DisplayAd,2020-05-31,0
217,108,SMS,2022-05-20,1
218,109,Email,2021-08-09,0
219,109,Social,2021-09-12,1
220,110,Social,2022-08-22,1
221,110,Social,2021-08-20,1
222,110,Social,2020-02-27,0
223,111,Email,2022-01-25,1
224,112,DisplayAd,2022-01-18,1
225,113,Email,2021-04-17,1
226,113,SMS,2022-09-01,0
227,113,Social,2021-02-16,0
228,114,SMS,2021-09-21,0
229,114,Email,2020-11-20,1
230,115,Social,2021-09-04,1
231,116,DisplayAd,2020-05-10,0
232,116,Email,2021-10-04,1
233,117,Email,2020-10-31,0
234,118,Social,2022-02-22,1
235,118,Social,2022-07-28,1
236,119,SMS,2020-01-02,1
237,120,Social,2022-06-16,1
238,120,Email,2020-02-23,0
239,121,SMS,2021-03-23,1
240,122,Social,2020-06-05,1
241,122,DisplayAd,2022-09-21,1
242,122,SMS,2022-03-06,0
243,123,Social,2022-04-16,1
244,123,SMS,2021-06-02,0
245,124,SMS,2021-08-27,0
246,125,Social,2021-08-15,0
247,125,Email,2020-09-11,1
248,125,SMS,2020-11-24,1
249,126,Social,2021-10-03,0
250,126,DisplayAd,2020-09-05,0
251,127,SMS,2022-04-11,0
252,128,Social,2020-05-18,0
253,128,Email,2022-04-28,1
254,129,Social,2020-04-21,1
255,129,Email,2022-07-11,0
256,129,SMS,2020-01-07,1
257,130,SMS,2020-05-25,0
258,131,DisplayAd,2021-12-18,0
259,132,Email,2022-04-30,1
260,133,Social,2020-09-08,1
261,133,Social,2021-07-30,0
262,134,Email,2020-04-19,1
263,135,Social,2021-12-29,0
264,136,DisplayAd,2022-08-02,0
265,136,Email,2021-01-25,1
266,137,DisplayAd,2022-12-12,0
267,137,Email,2021-07-23,0
268,137,Social,2022-07-06,1
269,138,DisplayAd,2022-02-14,0
270,138,Email,2022-10-17,0
271,138,Email,2020-06-13,1
272,139,Email,2021-11-26,0
273,139,DisplayAd,2022-06-12,0
274,139,DisplayAd,2021-01-08,1
275,140,Social,2021-06-29,1
276,141,SMS,2021-02-21,1
277,141,SMS,2022-07-30,0
278,141,DisplayAd,2021-07-13,1
279,142,Email,2021-12-20,0
280,142,SMS,2022-09-27,0
281,142,SMS,2020-11-23,1
282,143,Social,2021-04-27,1
283,143,DisplayAd,2022-06-18,1
284,144,Email,2020-02-10,1
285,144,Email,2021-05-09,0
286,145,Email,2021-06-23,1
287,145,SMS,2021-03-28,1
288,145,Email,2022-11-03,1
289,146,Email,2022-10-28,0
290,147,DisplayAd,2021-12-24,0
291,148,Email,2022-04-06,1
292,148,SMS,2022-05-26,1
293,149,Social,2020-02-24,1
294,149,DisplayAd,2021-02-05,0
295,150,Social,2021-03-04,0
296,151,DisplayAd,2022-05-06,0
297,151,DisplayAd,2021-08-01,0
298,151,Social,2020-05-15,0
299,152,SMS,2021-07-20,1
300,152,Email,2020-04-30,1
301,152,SMS,2022-04-29,0
302,153,DisplayAd,2022-11-18,0
303,153,Email,2021-01-31,1
304,153,DisplayAd,2021-09-08,1
305,154,SMS,2021-01-20,1
306,154,DisplayAd,2021-01-23,1
307,154,DisplayAd,2020-04-24,0
308,155,SMS,2020-11-21,0
309,155,Email,2020-04-16,0
310,156,Email,2021-07-23,1
311,156,Social,2022-03-18,1
312,156,Email,2021-07-12,0
313,157,DisplayAd,2022-05-23,1
314,157,DisplayAd,2021-09-08,1
315,157,Social,2022-07-01,0
316,158,SMS,2020-07-22,1
317,159,DisplayAd,2020-11-09,1
318,160,Social,2022-11-30,1
319,160,Email,2020-02-26,0
320,160,SMS,2022-10-02,1
321,161,Social,2022-07-21,1
322,162,Social,2020-11-25,1
323,162,DisplayAd,2021-06-30,0
324,163,DisplayAd,2020-05-08,1
325,163,SMS,2021-04-23,1
326,164,Email,2022-12-18,0
327,164,Social,2022-10-22,1
328,165,Social,2020-11-19,0
329,165,DisplayAd,2022-03-08,0
330,165,Email,2022-07-27,1
331,166,Email,2022-08-13,0
332,166,Email,2022-05-07,1
333,167,Social,2020-02-14,1
334,168,DisplayAd,2021-08-06,0
335,168,SMS,2021-11-28,1
336,168,Email,2022-04-08,0
337,169,Email,2022-12-16,1
338,169,Social,2021-04-15,0
339,169,DisplayAd,2022-07-16,1
340,170,Email,2022-05-09,0
341,170,Social,2020-01-12,0
342,171,Social,2021-07-07,1
343,171,Social,2020-05-04,1
344,171,SMS,2022-03-11,1
345,172,SMS,2020-07-27,1
346,173,DisplayAd,2020-09-05,1
347,173,Social,2020-06-21,0
348,173,Social,2022-05-17,1
349,174,Social,2022-07-19,1
350,174,Email,2020-10-05,0
351,175,SMS,2020-10-06,0
352,175,SMS,2021-01-10,0
353,175,Email,2022-06-05,0
354,176,Social,2022-07-26,1
355,176,DisplayAd,2021-04-26,0
356,177,Email,2021-03-06,0
357,177,Email,2022-02-10,1
358,178,Email,2022-09-12,1
359,178,Social,2022-08-09,1
360,179,SMS,2021-10-02,1
361,179,SMS,2021-10-11,1
362,179,DisplayAd,2021-04-25,0
363,180,SMS,2022-06-25,1
364,180,SMS,2020-12-14,0
365,180,DisplayAd,2021-01-20,1
366,181,Social,2022-08-03,1
367,181,SMS,2022-04-24,1
368,181,DisplayAd,2022-04-29,1
369,182,SMS,2022-02-18,0
370,182,Social,2022-11-08,1
371,182,Email,2022-04-26,1
372,183,DisplayAd,2022-11-16,1
373,184,SMS,2020-01-24,1
374,184,Email,2021-04-13,0
375,185,DisplayAd,2020-02-29,0
376,186,Social,2022-09-28,0
377,186,Email,2020-10-20,0
378,187,Email,2021-07-16,0
379,187,DisplayAd,2022-07-08,0
380,188,SMS,2021-06-15,1
381,188,Email,2020-03-10,0
382,189,Email,2022-10-29,0
383,189,SMS,2021-05-20,1
384,189,SMS,2020-10-22,1
385,190,Social,2022-12-21,0
386,190,Email,2020-03-20,1
387,191,Email,2021-04-30,1
388,192,Social,2021-07-02,1
389,193,DisplayAd,2020-12-22,1
390,194,Email,2021-07-16,1
391,195,SMS,2021-10-22,1
392,196,Email,2021-11-10,0
393,196,Social,2020-07-11,1
394,196,Social,2020-01-06,0
395,197,SMS,2021-09-21,1
396,198,Social,2020-04-20,1
397,199,SMS,2022-07-31,1
398,199,Email,2022-12-17,0
399,200,Social,2021-09-20,0
400,201,Email,2020-03-29,1
401,201,Social,2021-06-08,0
402,201,Email,2020-04-07,0
403,202,Email,2022-06-23,0
404,203,SMS,2021-08-07,1
405,204,SMS,2022-03-08,0
406,205,DisplayAd,2021-08-20,0
407,206,DisplayAd,2022-03-27,0
408,206,DisplayAd,2020-11-26,0
409,206,DisplayAd,2022-05-04,0
410,207,Social,2020-05-20,0
411,208,DisplayAd,2022-08-21,1
412,209,Social,2022-09-26,0
413,209,DisplayAd,2021-03-31,1
414,210,DisplayAd,2021-09-01,0
415,210,SMS,2020-07-08,0
416,210,DisplayAd,2021-10-06,0
417,211,Social,2020-10-28,1
418,211,DisplayAd,2020-10-27,0
419,211,DisplayAd,2020-04-10,1
420,212,SMS,2020-12-29,0
421,212,DisplayAd,2021-10-30,0
422,212,Social,2021-06-06,0
423,213,DisplayAd,2022-09-25,1
424,213,Social,2021-04-20,0
425,213,DisplayAd,2021-12-25,0
426,214,Email,2020-12-24,1
427,215,SMS,2021-09-16,1
428,216,SMS,2020-05-01,0
429,217,SMS,2020-05-04,0
430,217,Email,2020-06-25,0
431,217,Social,2021-07-05,0
432,218,DisplayAd,2020-12-29,1
433,218,DisplayAd,2022-04-12,1
434,219,SMS,2022-09-10,0
435,219,SMS,2022-02-23,1
436,220,Email,2021-10-04,0
437,220,DisplayAd,2022-05-31,1
438,221,DisplayAd,2020-03-27,1
439,222,Social,2021-09-13,0
440,222,SMS,2022-09-30,0
441,222,Social,2021-01-29,0
442,223,DisplayAd,2021-05-11,1
443,223,SMS,2021-04-29,1
444,223,Social,2020-01-27,1
445,224,SMS,2021-05-19,1
446,225,Email,2022-04-29,0
447,226,Email,2022-01-13,1
448,226,DisplayAd,2021-11-01,0
449,227,Social,2022-07-27,1
450,227,SMS,2020-06-15,1
451,227,DisplayAd,2022-09-05,0
452,228,Social,2022-09-11,1
453,228,DisplayAd,2022-12-03,0
454,229,SMS,2022-04-28,0
455,229,Email,2022-12-22,1
456,230,SMS,2020-05-21,0
457,231,SMS,2020-05-07,1
458,231,Social,2022-07-04,0
459,232,DisplayAd,2022-11-13,1
460,232,Social,2021-09-29,0
461,233,SMS,2022-02-16,0
462,234,DisplayAd,2020-06-30,0
463,235,SMS,2020-08-07,0
464,235,Email,2020-12-28,0
465,236,Social,2021-12-16,1
466,236,Email,2021-05-13,0
467,236,Email,2020-05-30,0
468,237,Social,2020-09-19,0
469,238,DisplayAd,2021-01-30,0
470,238,Email,2020-06-24,0
471,239,SMS,2020-01-15,1
472,240,SMS,2022-06-25,0
473,241,Email,2020-02-03,0
474,241,SMS,2021-12-20,1
475,242,SMS,2020-09-12,1
476,243,Email,2020-05-21,0
477,243,SMS,2021-11-28,0
478,244,DisplayAd,2020-08-21,1
479,244,Email,2020-03-29,0
480,244,DisplayAd,2022-04-08,0
481,245,SMS,2022-06-18,1
482,245,Social,2021-04-21,1
483,245,Social,2020-12-30,0
484,246,Social,2022-05-04,0
485,247,DisplayAd,2021-08-31,0
486,247,SMS,2020-12-10,0
487,248,Email,2021-08-05,1
488,248,DisplayAd,2021-01-19,1
489,249,Email,2020-05-08,1
490,249,DisplayAd,2021-06-05,1
491,249,SMS,2022-03-04,1
492,250,SMS,2020-11-29,0
493,250,Social,2022-12-21,1
494,250,Social,2022-07-19,1
495,251,SMS,2021-04-08,0
496,251,SMS,2022-08-17,1
497,252,SMS,2021-04-25,1
498,252,Email,2022-02-28,0
499,252,SMS,2022-05-28,0
500,253,Social,2021-05-18,0
501,253,Email,2022-03-20,0
502,254,DisplayAd,2021-07-20,0
503,255,Email,2021-09-20,1
504,256,Social,2022-01-29,1
505,256,Social,2020-05-28,0
506,257,Email,2020-12-04,0
507,257,SMS,2021-05-14,1
508,258,Email,2021-09-17,0
509,258,Social,2020-07-23,1
510,259,Email,2022-08-08,1
511,259,Social,2020-03-22,1
512,260,DisplayAd,2021-06-15,1
513,260,SMS,2020-10-03,0
514,260,Email,2022-11-15,0
515,261,Social,2020-08-01,0
516,261,DisplayAd,2022-07-18,1
517,261,Social,2022-03-01,1
518,262,Social,2021-04-13,0
519,262,Social,2020-07-01,1
520,263,Social,2020-08-22,0
521,264,Email,2022-09-13,0
522,264,Social,2020-06-18,1
523,264,Social,2022-09-03,0
524,265,DisplayAd,2021-10-06,1
525,265,SMS,2021-08-01,0
526,265,DisplayAd,2021-02-22,1
527,266,Social,2020-02-18,1
528,266,DisplayAd,2022-01-18,0
529,266,DisplayAd,2020-02-22,1
530,267,SMS,2021-03-24,1
531,267,DisplayAd,2021-06-05,0
532,267,Social,2022-07-01,1
533,268,SMS,2021-05-02,1
534,268,Social,2021-12-02,0
535,268,DisplayAd,2020-06-11,1
536,269,Email,2022-01-31,0
537,269,SMS,2021-05-01,0
538,270,Email,2020-11-16,1
539,271,DisplayAd,2022-10-09,0
540,272,Email,2021-07-24,0
541,272,DisplayAd,2022-04-14,1
542,273,Email,2021-06-08,0
543,273,Social,2020-12-09,1
544,274,Email,2020-06-17,1
545,275,Email,2020-04-13,0
546,275,Social,2020-10-02,1
547,276,DisplayAd,2022-07-20,0
548,276,DisplayAd,2021-01-20,0
549,277,Email,2022-09-25,1
550,277,Social,2020-02-07,0
551,277,Social,2022-03-03,0
552,278,Social,2020-07-07,0
553,278,Social,2021-05-11,0
554,279,Email,2022-10-17,1
555,279,Social,2022-12-19,1
556,279,Social,2021-11-08,1
557,280,Email,2020-03-25,1
558,280,SMS,2022-03-12,0
559,280,Social,2021-06-10,1
560,281,DisplayAd,2020-12-04,1
561,281,Social,2021-06-09,0
562,282,DisplayAd,2020-07-22,1
563,282,DisplayAd,2020-06-24,0
564,283,DisplayAd,2021-10-15,1
565,283,Social,2022-08-16,1
566,283,DisplayAd,2022-08-10,1
567,284,Email,2020-04-12,1
568,284,Email,2021-04-10,1
569,284,Email,2022-08-08,1
570,285,SMS,2021-02-06,1
571,285,Email,2021-05-03,0
572,286,Social,2021-06-17,1
573,287,DisplayAd,2022-05-16,1
574,287,DisplayAd,2022-03-14,1
575,288,SMS,2020-05-29,1
576,288,Email,2020-06-01,1
577,288,SMS,2020-03-11,0
578,289,SMS,2020-01-22,1
579,289,Social,2021-06-27,1
580,289,Social,2022-07-25,0
581,290,Email,2020-02-20,1
582,290,SMS,2022-03-13,1
583,290,Social,2020-07-06,1
584,291,Social,2022-11-28,1
585,291,Email,2021-09-27,1
586,291,Email,2021-07-31,1
587,292,DisplayAd,2022-10-29,0
588,292,Social,2022-08-27,1
589,293,DisplayAd,2022-06-21,1
590,293,SMS,2021-12-17,0
591,293,DisplayAd,2022-04-03,1
592,294,Email,2020-07-26,0
593,295,SMS,2022-03-02,0
594,296,SMS,2021-07-10,1
595,297,DisplayAd,2021-05-05,1
596,297,Email,2021-10-29,0
597,298,Email,2020-09-04,1
598,298,DisplayAd,2020-02-17,0
599,299,Social,2021-01-28,0
600,299,Social,2021-11-29,1
601,299,Email,2020-02-17,0
602,300,SMS,2021-07-26,0
603,301,Social,2021-06-08,0
604,302,Email,2022-07-09,1
605,303,DisplayAd,2021-09-30,1
606,303,Email,2020-06-29,0
607,303,Social,2022-05-11,0
608,304,Social,2022-01-06,1
609,304,SMS,2020-05-03,0
610,304,SMS,2020-03-09,1
611,305,DisplayAd,2022-05-04,1
612,305,SMS,2022-12-16,0
613,306,Social,2022-09-22,1
614,306,Social,2021-12-21,0
615,306,DisplayAd,2020-04-27,0
616,307,Social,2020-01-30,1
617,308,SMS,2021-08-11,0
618,308,DisplayAd,2022-06-01,1
619,309,Social,2022-02-22,0
620,309,Social,2022-07-28,0
621,310,Social,2021-12-12,1
622,310,SMS,2022-09-26,1
623,310,Social,2021-05-19,1
624,311,SMS,2020-04-02,0
625,312,SMS,2020-07-29,0
626,312,Email,2020-06-12,0
627,313,Social,2022-04-27,1
628,314,SMS,2021-05-27,0
629,314,SMS,2021-02-05,0
630,315,Email,2022-07-23,0
631,315,SMS,2022-07-06,0
632,316,DisplayAd,2020-08-03,0
633,316,DisplayAd,2022-06-12,1
634,317,Social,2020-11-18,0
635,317,SMS,2020-04-02,0
636,318,DisplayAd,2021-09-05,1
637,318,Email,2020-04-12,1
638,318,SMS,2021-07-15,0
639,319,DisplayAd,2021-11-14,1
640,320,DisplayAd,2020-12-11,0
641,321,DisplayAd,2021-02-16,0
642,321,DisplayAd,2020-05-05,0
643,322,DisplayAd,2022-09-07,0
644,323,DisplayAd,2020-11-08,1
645,324,Email,2021-11-09,1
646,324,Social,2022-04-19,0
647,324,SMS,2020-02-02,0
648,325,SMS,2022-08-01,0
649,325,Social,2021-04-19,0
650,325,Email,2020-09-15,1
651,326,Email,2022-12-23,0
652,327,Email,2022-04-30,1
653,328,DisplayAd,2022-09-09,0
654,328,Email,2020-09-11,0
655,329,DisplayAd,2022-06-25,0
656,329,Email,2022-04-28,0
657,330,Social,2020-06-29,1
658,331,Email,2022-03-25,1
659,331,Email,2021-06-21,0
660,331,DisplayAd,2022-09-16,0
661,332,Social,2022-08-04,0
662,332,DisplayAd,2022-07-18,1
663,333,DisplayAd,2022-09-22,1
664,333,Social,2021-09-06,0
665,333,SMS,2022-05-29,0
666,334,SMS,2020-04-13,0
667,334,Social,2020-05-21,1
668,334,Email,2021-01-12,0
669,335,SMS,2022-12-14,0
670,335,Email,2022-05-27,0
671,336,Social,2021-11-18,0
672,336,DisplayAd,2021-05-23,1
673,336,Social,2020-12-30,1
674,337,SMS,2020-05-12,0
675,337,SMS,2021-08-26,0
676,338,SMS,2020-09-10,0
677,339,SMS,2022-04-26,1
678,339,DisplayAd,2021-06-18,1
679,340,Email,2021-09-13,0
680,340,DisplayAd,2021-03-11,0
681,340,DisplayAd,2021-05-19,0
682,341,DisplayAd,2020-06-17,1
683,341,SMS,2021-06-05,0
684,342,SMS,2020-02-20,0
685,342,SMS,2022-11-30,1
686,342,SMS,2020-05-17,1
687,343,Email,2021-05-26,0
688,343,SMS,2020-02-16,1
689,343,Email,2022-01-01,0
690,344,Social,2020-08-17,1
691,345,SMS,2020-08-01,1
692,345,DisplayAd,2021-08-22,0
693,345,Social,2021-12-26,0
694,346,Email,2022-12-02,1
695,347,DisplayAd,2022-03-07,0
696,347,Social,2022-07-28,0
697,348,DisplayAd,2022-05-13,1
698,348,Social,2022-07-10,1
699,348,Email,2021-12-08,0
700,349,SMS,2020-07-14,1
701,350,Social,2021-01-08,1
702,351,Social,2020-02-15,1
703,352,Social,2021-04-07,1
704,352,Email,2022-10-03,1
705,352,Social,2020-04-16,0
706,353,DisplayAd,2022-04-16,1
707,354,Social,2022-01-12,1
708,354,Social,2022-07-29,0
709,354,Email,2020-08-10,1
710,355,Social,2020-02-05,1
711,355,SMS,2022-01-30,1
712,355,Social,2022-12-27,0
713,356,SMS,2022-07-07,1
714,356,DisplayAd,2022-06-27,0
715,356,DisplayAd,2022-03-24,1
716,357,SMS,2021-11-30,0
717,358,DisplayAd,2022-05-15,0
718,359,Email,2020-07-09,0
719,360,DisplayAd,2020-06-07,0
720,360,DisplayAd,2022-05-31,0
721,360,Social,2022-07-04,1
722,361,DisplayAd,2022-04-15,1
723,362,SMS,2022-06-19,1
724,362,DisplayAd,2021-07-28,1
725,363,Social,2021-12-18,0
726,364,DisplayAd,2020-07-14,0
727,364,Email,2020-11-08,0
728,364,Social,2020-08-02,0
729,365,Social,2020-03-15,0
730,365,SMS,2022-07-26,1
731,366,Social,2021-10-10,1
732,367,SMS,2021-07-31,1
733,367,SMS,2020-12-10,0
734,368,Email,2020-08-10,0
735,368,Social,2022-03-04,0
736,368,Social,2022-09-18,0
737,369,SMS,2021-02-22,0
738,369,Social,2020-12-05,0
739,369,Social,2022-05-28,1
740,370,SMS,2020-02-23,0
741,371,Email,2021-10-14,1
742,371,DisplayAd,2021-08-11,1
743,371,Email,2020-10-27,0
744,372,SMS,2020-11-22,1
745,372,SMS,2021-08-27,1
746,373,Social,2021-07-10,0
747,373,SMS,2021-12-27,0
748,374,Social,2021-03-29,0
749,374,SMS,2021-04-11,0
750,374,Email,2020-02-21,0
751,375,Email,2021-10-10,0
752,375,Email,2021-09-21,0
753,375,Email,2022-10-15,1
754,376,Social,2022-04-27,1
755,377,Email,2022-08-06,0
756,378,DisplayAd,2020-04-06,0
757,378,Social,2020-12-25,0
758,379,DisplayAd,2021-10-23,1
759,379,DisplayAd,2021-11-01,1
760,380,SMS,2020-07-02,1
761,381,Email,2022-02-01,1
762,382,SMS,2020-11-08,0
763,382,Social,2022-09-13,1
764,382,Social,2022-12-15,1
765,383,SMS,2022-10-27,1
766,384,SMS,2021-06-21,1
767,384,Email,2020-10-28,0
768,385,Social,2021-08-07,1
769,386,Email,2021-09-20,0
770,386,DisplayAd,2020-03-19,0
771,387,Social,2020-02-16,0
772,387,Social,2021-07-17,0
773,387,SMS,2022-08-01,0
774,388,DisplayAd,2020-12-13,0
775,388,Social,2022-03-05,0
776,388,SMS,2022-08-28,0
777,389,DisplayAd,2022-01-31,1
778,389,SMS,2021-03-28,0
779,389,SMS,2020-04-27,1
780,390,SMS,2020-01-19,1
781,390,SMS,2022-04-21,1
782,390,SMS,2022-05-28,1
783,391,DisplayAd,2022-05-20,0
784,392,DisplayAd,2022-07-27,1
785,392,Social,2020-07-10,0
786,392,SMS,2020-08-30,1
787,393,SMS,2021-07-06,1
788,394,DisplayAd,2022-01-05,0
789,394,DisplayAd,2022-04-23,0
790,394,SMS,2021-12-20,0
791,395,Social,2021-10-29,0
792,396,SMS,2020-10-24,0
793,397,Email,2022-08-20,1
794,398,Social,2020-03-19,0
795,398,Social,2021-07-01,1
796,398,Email,2020-08-14,1
797,399,Social,2022-04-08,1
798,400,DisplayAd,2022-12-19,0
799,400,Social,2022-03-15,1
800,401,SMS,2020-02-26,1
801,401,Email,2022-06-09,1
802,401,Email,2021-08-04,0
803,402,SMS,2022-04-26,1
804,403,Email,2022-12-22,0
805,404,SMS,2022-05-04,1
806,404,Social,2021-07-09,1
807,405,DisplayAd,2022-08-02,0
808,405,SMS,2021-05-27,1
809,406,DisplayAd,2021-05-16,1
810,406,SMS,2022-04-17,1
811,407,Social,2022-07-08,1
