order_id,customer_id,order_date,amount,product_category
165,787,2021-09-29,435.62,Clothing
166,1994,2021-09-18,259.59,Clothing
167,219,2022-04-24,219.46,Electronics
168,808,2021-06-11,151.68,Clothing
169,1241,2020-07-16,77.68,Books
170,1776,2022-05-08,190.88,Books
171,453,2021-12-31,496.67,Sports
172,869,2021-03-08,188.49,Sports
173,1853,2020-08-21,285.69,Electronics
174,1164,2021-08-29,325.07,Books
175,761,2022-12-11,301.64,Books
176,119,2022-07-30,387.44,Sports
177,1015,2020-06-24,248.95,Books
178,1055,2022-12-12,190.04,Clothing
179,548,2020-06-09,328.06,Home
180,388,2022-06-06,323.54,Electronics
181,1314,2020-12-22,14.0,Clothing
182,1079,2020-06-26,18.18,Home
183,1921,2022-10-09,83.7,Books
184,1814,2020-11-25,206.41,Sports
185,1005,2022-09-13,143.04,Home
186,1394,2021-07-10,166.87,Sports
187,116,2021-05-21,499.14,Electronics
188,1219,2021-09-03,113.76,Electronics
189,374,2021-04-05,384.08,Clothing
190,1702,2020-10-29,212.68,Electronics
191,1080,2021-11-30,21.55,Clothing
192,1,2020-06-28,331.38,Sports
193,880,2021-12-31,152.06,Clothing
194,116,2021-06-14,61.17,Sports
195,1328,2021-05-08,492.57,Home
196,302,2021-11-28,493.8,Home
197,85,2021-11-09,124.92,Sports
198,405,2022-08-12,183.64,Clothing
199,1332,2022-01-28,251.42,Clothing
200,1454,2022-09-26,430.62,Clothing
201,1737,2021-05-17,140.04,Sports
202,373,2021-12-19,297.18,Clothing
203,768,2020-10-23,136.96,Clothing
204,594,2022-10-17,249.78,Sports
205,1239,2020-04-18,48.05,Home
206,246,2022-12-05,282.02,Home
207,1323,2020-08-09,174.32,Electronics
208,1339,2022-11-28,435.12,Home
209,1055,2021-10-29,127.97,Home
210,1428,2020-12-27,50.08,Clothing
211,1352,2021-06-07,33.52,Books
212,1609,2021-07-22,338.01,Home
213,229,2021-03-30,187.54,Books
214,1188,2021-11-14,86.68,Electronics
215,1854,2021-05-09,67.4,Home
216,1503,2022-08-12,101.57,Electronics
217,1355,2020-01-13,370.69,Clothing
218,328,2021-08-05,135.52,Home
219,1594,2021-07-15,352.18,Sports
220,1496,2020-04-26,387.55,Books
221,492,2022-12-10,237.96,Electronics
222,239,2021-06-02,97.73,Clothing
223,679,2020-01-24,320.83,Books
224,389,2020-01-31,313.67,Electronics
225,394,2020-08-26,467.61,Books
226,354,2021-07-27,212.6,Books
227,206,2021-08-02,330.9,Electronics
228,520,2022-10-18,60.8,Sports
229,1108,2022-06-09,366.56,Books
230,1622,2022-12-31,330.45,Home
231,1856,2022-09-20,68.54,Clothing
232,281,2021-08-19,219.44,Clothing
233,1142,2020-02-04,450.43,Home
234,1003,2020-02-09,425.35,Home
235,317,2022-09-15,169.34,Clothing
236,1822,2022-01-13,45.81,Books
237,1963,2022-12-09,127.67,Sports
238,503,2022-09-08,356.5,Books
239,1298,2021-07-30,192.06,Clothing
240,1225,2022-11-13,300.62,Home
241,173,2020-05-20,262.74,Clothing
242,1891,2022-05-29,415.05,Sports
243,767,2021-04-10,469.39,Books
244,1607,2020-05-25,384.44,Sports
245,995,2020-05-31,74.95,Books
246,1838,2021-04-05,30.72,Home
247,323,2021-01-08,379.09,Sports
248,415,2022-05-12,283.0,Sports
249,1731,2020-10-07,252.7,Home
250,700,2020-02-26,177.72,Electronics
251,216,2020-06-02,309.35,Electronics
252,1492,2021-08-25,418.44,Clothing
253,1415,2022-07-19,400.31,Home
254,180,2020-04-29,436.6,Clothing
255,1755,2022-06-10,471.78,Clothing
256,1902,2022-07-23,435.34,Home
257,1282,2022-07-31,395.01,Sports
258,1004,2020-12-24,195.81,Clothing
259,1445,2021-01-07,101.16,Sports
260,1148,2021-03-31,74.21,Home
261,1085,2021-10-02,171.64,Sports
262,337,2021-10-14,430.03,Clothing
263,307,2022-07-14,305.62,Books
264,462,2022-03-01,472.52,Electronics
265,1929,2022-09-13,231.56,Clothing
266,1038,2020-07-12,12.79,Home
267,1092,2022-12-17,348.59,Home
268,1504,2021-05-21,149.66,Electronics
269,941,2022-04-28,216.09,Books
270,347,2021-04-29,352.57,Clothing
271,727,2020-03-31,23.57,Sports
272,1620,2022-10-28,130.62,Sports
273,460,2020-10-21,219.78,Electronics
274,1229,2021-07-01,48.09,Home
275,721,2020-05-26,372.48,Books
276,1045,2020-07-04,118.49,Sports
277,1644,2021-10-19,13.03,Books
278,41,2020-01-16,382.02,Sports
279,205,2021-03-30,497.3,Clothing
280,1207,2021-12-23,492.58,Books
281,1242,2021-09-12,273.13,Clothing
282,968,2020-10-15,73.33,Sports
283,56,2020-10-02,221.23,Books
284,701,2021-12-18,476.86,Clothing
285,1478,2021-07-08,105.4,Home
286,814,2021-08-11,309.84,Sports
287,1547,2020-11-23,251.53,Home
288,752,2022-06-11,54.84,Electronics
289,465,2021-01-23,62.96,Sports
290,626,2020-08-11,316.43,Electronics
291,778,2020-02-16,64.3,Home
292,1103,2022-10-11,37.56,Electronics
293,265,2021-10-07,12.18,Clothing
294,344,2020-03-09,348.93,Books
295,270,2020-01-07,64.26,Home
296,72,2020-11-08,479.46,Sports
297,939,2020-07-19,139.6,Clothing
298,1845,2022-08-06,415.07,Electronics
299,817,2021-08-06,356.79,Books
300,1450,2022-03-25,174.71,Electronics
301,1505,2022-05-22,398.96,Electronics
302,1577,2021-01-09,138.73,Sports
303,1418,2021-12-28,87.28,Sports
304,995,2022-12-31,271.9,Clothing
305,989,2022-10-14,130.41,Books
306,1544,2022-05-27,90.87,Sports
307,518,2020-08-12,222.98,Books
308,205,2021-10-20,253.81,Books
309,2000,2021-08-02,98.36,Sports
310,1901,2022-10-24,314.63,Sports
311,53,2021-01-07,305.94,Electronics
312,1228,2020-01-20,33.66,Books
313,408,2021-01-20,323.06,Electronics
314,1083,2022-07-13,213.47,Books
315,289,2021-09-17,89.19,Home
316,1980,2020-05-28,120.76,Books
317,650,2020-08-01,229.33,Sports
318,933,2022-08-01,483.64,Clothing
319,873,2021-12-19,83.87,Clothing
320,106,2021-12-05,409.51,Books
321,216,2020-07-31,155.24,Sports
322,1230,2021-04-21,245.1,Home
323,1699,2020-05-14,46.86,Clothing
324,1682,2021-11-20,152.2,Clothing
325,943,2021-03-20,251.44,Home
326,1808,2022-07-08,479.54,Books
327,303,2022-03-29,79.2,Books
328,1461,2022-02-07,246.27,Sports
329,1670,2020-09-12,18.12,Books
330,718,2020-09-22,311.66,Clothing
331,1329,2022-05-05,448.69,Clothing
332,1264,2021-01-29,38.64,Clothing
333,120,2021-02-02,136.35,Books
334,1906,2020-05-08,353.55,Sports
335,757,2020-02-04,279.27,Books
336,570,2020-09-05,10.21,Electronics
337,1055,2021-07-07,438.09,Books
338,1433,2021-05-25,40.31,Electronics
339,18,2021-03-14,311.52,Electronics
340,1657,2021-06-25,52.06,Electronics
341,1616,2021-10-09,150.48,Books
342,280,2022-12-03,339.03,Home
343,1344,2020-08-10,63.33,Clothing
344,1904,2020-04-14,91.01,Home
345,1847,2020-09-30,379.05,Electronics
346,220,2020-08-16,140.11,Books
347,1819,2021-10-29,325.09,Home
348,238,2020-01-31,30.87,Home
349,1671,2022-08-01,42.04,Electronics
350,175,2022-01-17,139.06,Sports
351,1985,2020-02-04,201.97,Books
352,1334,2021-10-16,222.13,Clothing
353,294,2021-05-29,474.69,Electronics
354,1798,2022-04-26,206.61,Home
355,654,2020-10-27,140.23,Books
356,1070,2020-12-19,200.52,Books
357,1107,2020-01-02,100.3,Home
358,655,2021-09-14,246.5,Electronics
359,1335,2020-11-06,44.43,Electronics
360,100,2020-11-29,85.85,Books
361,800,2021-11-17,357.43,Home
362,1292,2022-08-31,72.42,Home
363,1869,2022-01-29,327.24,Books
364,856,2022-02-15,145.32,Clothing
365,202,2022-04-14,84.09,Home
366,225,2022-10-05,316.46,Books
367,451,2022-02-26,167.12,Sports
368,1720,2020-07-25,480.03,Clothing
369,1256,2021-08-23,193.35,Home
370,1157,2021-03-07,121.7,Home
371,602,2022-12-24,373.42,Books
372,683,2021-09-29,214.05,Sports
373,884,2022-06-13,245.65,Clothing
374,1372,2022-04-17,107.35,Home
375,262,2022-05-25,52.34,Electronics
376,1645,2020-01-20,90.78,Electronics
377,60,2020-03-03,406.93,Sports
378,408,2020-02-04,236.63,Home
379,740,2022-07-05,79.82,Books
380,1358,2020-10-14,197.59,Electronics
381,258,2022-01-31,492.33,Clothing
382,1751,2022-12-03,260.33,Electronics
383,1236,2020-01-14,323.38,Electronics
384,688,2020-10-13,178.8,Books
385,914,2021-11-16,161.85,Electronics
386,1286,2020-10-18,445.4,Clothing
387,351,2022-06-22,391.55,Home
388,746,2020-07-13,57.01,Home
389,1407,2022-10-05,78.54,Home
390,1064,2021-09-21,377.6,Clothing
391,531,2022-02-27,228.82,Clothing
392,645,2021-03-06,422.22,Electronics
393,1831,2022-08-11,290.83,Sports
394,1436,2022-08-03,327.67,Electronics
395,76,2020-07-04,163.12,Sports
396,1853,2021-06-28,381.75,Clothing
397,1707,2020-10-04,316.03,Sports
398,1380,2020-07-16,196.64,Clothing
399,1795,2022-05-08,429.27,Sports
400,1046,2022-04-27,104.06,Sports
401,175,2021-01-19,470.62,Clothing
402,796,2021-12-30,394.5,Home
403,20,2022-06-04,392.25,Sports
404,93,2022-08-15,448.4,Books
405,1153,2022-05-04,151.86,Clothing
406,818,2022-05-21,169.82,Clothing
407,1853,2020-07-12,14.05,Clothing
408,620,2021-09-22,93.19,Electronics
409,1641,2020-02-28,175.44,Electronics
410,957,2020-07-12,151.42,Sports
411,1684,2020-03-08,34.37,Home
412,1278,2022-08-03,400.93,Books
413,795,2020-01-23,123.01,Books
414,947,2021-06-28,358.89,Home
415,1950,2022-11-23,376.93,Books
416,620,2020-10-14,192.44,Books
417,1910,2022-06-10,46.99,Electronics
418,1825,2022-05-25,177.11,Electronics
419,436,2022-02-17,463.79,Home
420,1720,2020-05-03,226.79,Sports
421,1418,2021-12-29,143.77,Books
422,1616,2020-12-27,280.12,Books
423,1256,2022-10-15,257.34,Clothing
424,1467,2020-09-07,421.06,Electronics
425,1266,2020-03-19,430.1,Books
426,1186,2020-01-06,128.98,Sports
427,1094,2020-12-27,270.54,Home
428,845,2021-06-13,223.42,Sports
429,1951,2020-07-01,201.97,Home
430,1909,2020-04-15,262.2,Sports
431,24,2020-09-30,413.15,Clothing
432,1780,2020-06-02,387.82,Electronics
433,1583,2022-08-27,290.58,Clothing
434,573,2021-09-05,121.57,Home
435,1793,2020-09-30,210.59,Home
436,1460,2022-09-13,239.6,Home
437,1140,2020-05-15,100.05,Sports
438,349,2021-10-09,58.31,Clothing
439,1371,2020-01-11,346.33,Clothing
440,484,2021-02-12,252.75,Books
441,1705,2021-05-07,484.71,Home
442,165,2021-05-19,211.88,Electronics
443,948,2022-11-07,151.07,Books
444,503,2021-04-14,377.71,Home
445,1207,2020-10-04,490.37,Clothing
446,328,2020-04-28,305.1,Clothing
447,660,2020-05-28,320.24,Books
448,143,2020-08-15,40.08,Home
449,988,2020-04-24,481.83,Clothing
450,100,2020-03-14,57.69,Electronics
451,584,2020-08-06,166.5,Home
452,554,2021-08-07,478.53,Clothing
453,1937,2022-04-01,414.33,Books
454,548,2020-09-16,430.76,Books
455,522,2022-09-01,446.65,Sports
456,345,2022-07-11,338.6,Home
457,1940,2020-01-08,483.52,Electronics
458,1799,2020-06-26,180.06,Books
459,414,2020-05-16,487.75,Clothing
460,440,2021-10-06,249.13,Electronics
461,1981,2021-08-14,403.37,Home
462,28,2020-08-04,42.18,Electronics
463,726,2021-10-06,343.57,Home
464,856,2021-02-14,205.82,Books
465,548,2020-01-17,391.93,Books
466,1806,2020-07-03,495.8,Clothing
467,489,2021-03-23,49.21,Clothing
468,1520,2021-03-06,268.45,Books
469,641,2020-11-03,263.44,Electronics
470,233,2020-09-05,166.18,Electronics
471,1426,2021-04-29,297.12,Clothing
472,1534,2020-11-08,254.39,Clothing
473,1062,2021-01-05,229.81,Electronics
474,1314,2021-04-18,468.57,Home
475,1698,2021-11-26,196.64,Electronics
476,1335,2021-06-12,91.22,Electronics
477,1607,2020-01-17,334.2,Electronics
478,910,2022-12-03,114.24,Books
479,1866,2022-07-06,31.31,Sports
480,303,2020-07-19,136.88,Clothing
481,1843,2020-04-11,270.91,Sports
482,1748,2020-12-22,25.76,Sports
483,1471,2020-06-27,172.49,Sports
484,1746,2020-07-03,86.98,Books
485,1627,2020-07-03,282.67,Clothing
486,697,2021-01-12,203.06,Electronics
487,864,2020-05-15,100.41,Electronics
488,1122,2022-05-03,366.27,Sports
489,973,2021-01-08,255.81,Electronics
490,470,2020-01-22,341.32,Electronics
491,695,2020-08-21,69.95,Electronics
492,510,2020-07-31,430.7,Clothing
493,636,2022-06-12,104.04,Books
494,550,2022-11-21,228.85,Home
495,652,2020-03-11,176.65,Sports
496,866,2022-12-18,169.07,Electronics
497,1607,2020-11-13,276.15,Electronics
498,1405,2022-07-20,109.01,Sports
499,103,2020-08-26,488.63,Electronics
500,988,2022-12-16,145.68,Clothing
501,190,2022-03-30,276.69,Electronics
502,1402,2020-01-01,332.25,Electronics
503,1832,2022-02-03,125.75,Clothing
504,1464,2021-02-02,226.71,Electronics
505,105,2022-03-09,74.66,Books
506,462,2022-12-25,161.37,Electronics
507,139,2021-02-19,252.6,Clothing
508,84,2020-09-12,108.83,Sports
509,1985,2020-03-09,251.72,Electronics
510,650,2022-03-16,426.28,Clothing
511,882,2020-03-23,132.26,Clothing
512,1761,2020-10-16,119.78,Sports
513,811,2020-11-02,214.81,Sports
514,1827,2022-03-26,450.75,Clothing
515,45,2020-06-16,117.48,Electronics
516,1578,2021-07-27,82.21,Sports
517,127,2022-04-20,360.75,Clothing
518,789,2021-11-28,364.15,Books
519,1076,2020-02-21,146.29,Home
520,1488,2022-07-25,129.97,Electronics
521,1519,2022-10-12,121.47,Clothing
522,1560,2020-08-19,49.42,Books
523,349,2020-09-19,497.47,Home
524,1771,2020-10-02,450.67,Sports
525,924,2021-08-24,416.03,Home
526,553,2022-05-15,229.01,Clothing
527,486,2022-03-13,196.09,Clothing
528,644,2022-08-10,15.24,Sports
529,676,2020-10-02,225.33,Clothing
530,620,2021-08-03,95.42,Books
531,1312,2022-09-20,291.98,Home
532,1423,2020-03-23,146.28,Books
533,599,2020-06-07,311.91,Electronics
534,1902,2021-01-31,166.05,Books
535,1679,2021-12-28,187.6,Electronics
536,1596,2020-08-31,71.33,Electronics
537,1260,2020-11-14,111.35,Electronics
538,179,2021-07-08,173.72,Electronics
539,1780,2021-08-19,36.33,Electronics
540,1678,2021-01-26,483.42,Clothing
541,1048,2020-05-13,367.93,Clothing
542,1001,2022-10-07,473.54,Clothing
543,27,2022-01-28,73.75,Sports
544,1201,2020-02-06,203.0,Clothing
545,1526,2020-01-11,432.81,Books
546,105,2022-05-07,153.68,Books
547,1949,2021-07-28,329.27,Clothing
548,519,2020-09-24,274.72,Electronics
549,1288,2020-11-20,308.26,Home
550,685,2021-08-11,64.93,Home
551,1042,2022-07-14,252.94,Home
552,529,2020-12-28,199.92,Sports
553,409,2022-05-11,108.45,Home
554,192,2021-03-20,433.93,Home
555,957,2021-01-06,235.09,Books
556,1183,2021-06-28,249.97,Clothing
557,1530,2020-10-10,232.13,Sports
558,920,2020-12-21,218.24,Books
559,19,2022-09-25,134.94,Electronics
560,1,2022-05-08,169.77,Sports
561,865,2021-11-24,113.97,Books
562,1183,2021-11-03,222.78,Electronics
563,75,2020-04-25,373.16,Sports
564,292,2020-08-07,104.78,Books
565,1486,2022-11-18,485.89,Clothing
566,1457,2022-06-16,109.12,Books
567,789,2020-07-22,87.81,Electronics
568,738,2020-01-19,227.48,Sports
569,1405,2020-04-14,161.55,Home
570,557,2022-10-16,62.68,Electronics
571,1519,2022-10-31,31.39,Electronics
572,487,2021-04-23,464.93,Electronics
573,1180,2021-05-07,177.28,Sports
574,98,2020-06-06,83.37,Electronics
575,914,2021-07-22,315.13,Electronics
576,435,2021-12-12,261.63,Clothing
577,369,2021-12-28,182.15,Sports
578,1049,2022-12-11,309.52,Home
579,1242,2022-10-07,418.74,Clothing
580,855,2022-11-20,202.7,Books
581,1897,2022-01-06,92.35,Sports
582,1760,2020-10-17,78.1,Home
583,1776,2022-12-02,325.69,Electronics
584,1588,2020-07-26,481.91,Books
585,1757,2020-12-30,318.98,Books
586,100,2022-07-09,99.31,Electronics
587,674,2020-07-06,486.94,Sports
588,1578,2020-12-02,395.92,Sports
589,1364,2021-08-23,421.01,Clothing
590,869,2022-05-28,64.4,Home
591,165,2022-03-18,104.41,Electronics
592,278,2022-06-30,286.32,Electronics
593,822,2022-02-24,418.0,Home
594,1309,2020-04-24,234.75,Clothing
595,1372,2021-04-27,351.27,Electronics
596,588,2022-10-22,298.12,Sports
597,1073,2021-10-08,292.26,Books
598,1312,2022-07-03,282.36,Electronics
599,610,2022-12-24,77.57,Home
600,101,2022-07-20,444.12,Clothing
601,549,2021-11-21,40.06,Books
602,1216,2022-07-11,95.41,Clothing
603,1203,2021-11-20,134.35,Books
604,6,2020-11-08,302.83,Electronics
605,1943,2022-05-04,408.53,Books
606,1080,2022-03-23,467.58,Books
607,1848,2022-03-09,496.71,Electronics
608,1908,2020-02-06,399.87,Home
609,1478,2022-09-09,467.41,Sports
610,977,2020-08-26,180.02,Home
611,876,2021-08-15,397.67,Electronics
612,363,2021-08-28,167.9,Books
613,74,2020-05-01,165.7,Electronics
614,1718,2021-11-10,497.03,Home
615,1019,2022-09-16,37.91,Sports
616,370,2022-03-09,477.55,Electronics
617,1359,2022-02-17,78.18,Home
618,1912,2020-02-26,117.83,Home
619,419,2020-09-15,222.18,Clothing
620,1281,2021-02-11,23.02,Electronics
621,811,2020-09-16,264.73,Home
622,1957,2022-09-26,51.85,Electronics
623,514,2022-12-08,249.85,Sports
624,666,2020-03-20,476.79,Clothing
625,1162,2020-11-11,387.23,Clothing
626,407,2021-03-19,356.1,Clothing
627,1393,2021-11-07,474.18,Books
628,1136,2020-07-28,123.62,Clothing
629,886,2022-12-29,80.39,Sports
630,1265,2021-05-12,328.86,Sports
631,1622,2021-08-18,55.21,Sports
632,1156,2021-10-27,435.86,Home
633,740,2020-03-09,398.3,Clothing
634,1091,2022-04-27,163.76,Books
635,1013,2020-01-21,350.27,Books
636,314,2020-04-28,302.29,Sports
637,1372,2022-07-05,231.57,Home
638,204,2021-06-12,192.71,Home
639,238,2020-08-19,356.45,Books
640,251,2021-03-16,221.92,Clothing
641,612,2020-07-16,388.18,Home
642,24,2020-12-27,409.73,Clothing
643,494,2020-11-03,276.6,Clothing
644,321,2022-11-19,296.52,Books
645,1094,2020-06-02,99.7,Books
646,1517,2020-12-10,167.33,Books
647,1885,2021-09-28,113.72,Books
648,1512,2020-03-23,420.97,Books
649,792,2020-12-07,137.49,Books
650,1208,2022-06-08,385.21,Clothing
651,1031,2022-07-05,402.74,Books
652,68,2022-11-09,336.44,Home
653,1043,2020-07-16,439.59,Clothing
654,1120,2021-09-26,45.99,Home
655,736,2021-05-29,167.87,Home
656,1641,2021-12-31,407.58,Electronics
657,1479,2022-05-20,273.35,Clothing
658,809,2021-11-02,329.45,Clothing
659,744,2022-09-03,153.11,Electronics
660,1359,2021-01-25,474.88,Clothing
661,567,2021-08-18,324.45,Clothing
662,1111,2022-01-14,349.42,Home
663,1113,2020-08-19,244.83,Clothing
664,534,2020-06-08,249.72,Clothing
665,1155,2021-02-12,163.47,Electronics
666,1620,2022-04-17,201.02,Home
667,494,2021-04-03,60.48,Clothing
668,299,2021-10-21,493.32,Clothing
669,327,2022-08-03,498.66,Home
670,67,2020-07-15,76.21,Books
671,1760,2021-11-14,140.06,Sports
672,265,2022-12-20,344.04,Sports
673,571,2022-04-06,381.78,Clothing
674,1571,2022-10-20,409.59,Home
675,928,2021-11-13,448.12,Books
676,1211,2020-08-04,408.54,Books
677,449,2020-07-05,251.58,Books
678,846,2020-04-29,160.08,Clothing
679,1155,2022-05-22,479.06,Books
680,1618,2021-04-27,44.4,Sports
681,1550,2022-11-30,195.61,Sports
682,1065,2021-04-03,250.66,Sports
683,1790,2020-01-20,402.97,Electronics
684,1438,2020-07-30,139.62,Home
685,1831,2020-06-25,354.58,Sports
686,262,2022-11-27,423.55,Home
687,20,2020-09-29,183.54,Sports
688,1479,2021-03-05,202.69,Clothing
689,1403,2022-11-07,395.93,Electronics
690,283,2021-11-10,127.37,Books
691,1273,2021-02-06,457.26,Books
692,1976,2021-06-01,182.43,Books
693,1794,2022-10-21,40.29,Home
694,1050,2022-12-30,57.09,Clothing
695,498,2022-09-03,23.05,Sports
696,1164,2021-12-25,117.79,Books
697,349,2021-03-31,348.13,Home
698,260,2021-01-12,263.65,Home
699,1202,2021-02-02,366.13,Books
700,696,2020-08-28,135.54,Books
701,738,2021-10-05,29.25,Home
702,1432,2021-12-25,465.55,Electronics
703,165,2022-04-23,450.16,Home
704,1075,2022-06-29,491.83,Sports
705,280,2020-09-14,224.71,Clothing
706,744,2021-01-30,295.09,Books
707,335,2020-03-06,105.96,Electronics
708,1646,2022-08-01,415.12,Clothing
709,1135,2021-08-02,167.9,Electronics
710,1700,2022-09-05,373.13,Electronics
711,226,2021-08-27,61.62,Home
712,1392,2021-10-29,106.71,Electronics
713,136,2020-05-13,498.73,Books
714,1815,2020-08-24,35.89,Sports
715,1361,2021-05-26,136.16,Home
716,998,2022-05-16,255.06,Books
